    1
    1      1.2627229833      0.0000000000      0.0000000000     -0.0010902775  -0.0000003626   0.0000002599
    2      2.3483288468      1.7534586685      0.0000000000     -0.0012420495  -0.0006336327   0.0000000549
    3      2.3483288468     -1.7534586685      0.0000000000     -0.0012421824   0.0006336121  -0.0000000181
    4     -1.2627229833      0.0000000000      0.0000000000      0.0010873319  -0.0000003838   0.0000001885
    5     -2.3483288468      1.7534586685      0.0000000000      0.0012420887  -0.0006342804   0.0000000800
    6     -2.3483288468     -1.7534586685      0.0000000000      0.0012421849   0.0006342294  -0.0000000447
    2
    1      1.2594521509     -0.0000010878      0.0000007798      0.0020084188   0.0000005825   0.0000000072
    2      2.3446026982      1.7515577703      0.0000001648     -0.0008528413  -0.0000818840   0.0000000209
    3      2.3446022995     -1.7515578323     -0.0000000543     -0.0008524818   0.0000812893   0.0000000169
    4     -1.2594609875     -0.0000011514      0.0000005655     -0.0020011016   0.0000005953   0.0000000511
    5     -2.3446025808      1.7515558274      0.0000002400      0.0008509493  -0.0000790452   0.0000000113
    6     -2.3446022921     -1.7515559802     -0.0000001341      0.0008506125   0.0000784634   0.0000000140
    3
    1      1.2623476483     -0.0000002480      0.0000007901     -0.0021836867  -0.0000001288  -0.0000000461
    2      2.3433731738      1.7514397198      0.0000001949     -0.0003414282   0.0004593722   0.0000000228
    3      2.3433732934     -1.7514406391     -0.0000000299     -0.0003415002  -0.0004592473   0.0000000197
    4     -1.2623459359     -0.0000002932      0.0000006391      0.0021913149  -0.0000001209  -0.0000000240
    5     -2.3433757840      1.7514418694      0.0000002563      0.0003416036   0.0004606402   0.0000000137
    6     -2.3433759810     -1.7514428611     -0.0000001139      0.0003416886  -0.0004605084   0.0000000165
