6.00 -69.95942244
6.01 -69.95947775
6.02 -69.95951969
6.03 -69.95953174
6.04 -69.95953969
6.05 -69.95952684
6.06 -69.95949070
6.07 -69.95944336
6.08 -69.95937257
6.09 -69.95929300
6.10 -69.95919077
