#      energy (eV)      DOS (tetra.)      DOS (gauss.)
    -14.8548853323      0.1940951445      0.1409244945
    -14.8398854481      0.1952794953      0.1387959428
    -14.8248855639      0.1964638462      0.1371126334
    -14.8098856796      0.1976481970      0.1358632147
    -14.7948857954      0.1988325478      0.1350307028
    -14.7798859112      0.2000168986      0.1345935430
    -14.7648860270      0.2012012494      0.1345268482
    -14.7498861428      0.2023856003      0.1348037725
    -14.7348862586      0.2035699511      0.1353969590
    -14.7198863744      0.2047543019      0.1362799967
    -14.7048864902      0.2059386527      0.1374288122
    -14.6898866059      0.2071230035      0.1388229198
    -14.6748867217      0.2083073544      0.1404464581
    -14.6598868375      0.2094917052      0.1422889450
    -14.6448869533      0.2106760560      0.1443456983
    -14.6298870691      0.3329993924      0.1466178801
    -14.6148871849      0.3229810883      0.1491121462
    -14.5998873007      0.3129627842      0.1518398964
    -14.5848874164      0.3029444800      0.1548161492
    -14.5698875322      0.2929261759      0.1580580795
    -14.5548876480      0.2829078718      0.1615832805
    -14.5398877638      0.2728895677      0.1654078269
    -14.5248878796      0.2628712635      0.1695442303
    -14.5098879954      0.2528529594      0.1739993842
    -14.4948881112      0.2428346553      0.1787726018
    -14.4798882270      0.2328163511      0.1838538497
    -14.4648883427      0.2227980470      0.1892222697
    -14.4498884585      0.2127797429      0.1948450751
    -14.4348885743      0.2027614388      0.2006768896
    -14.4198886901      0.1927431346      0.2066595780
    -14.4048888059      0.1827248305      0.2127225997
    -14.3898889217      0.1727065264      0.2187838889
    -14.3748890375      0.1626882222      0.2247512470
    -14.3598891533      0.1581121724      0.2305242071
    -14.3448892690      0.1556506191      0.2359963117
    -14.3298893848      0.1531890657      0.2410577263
    -14.3148895006      0.1507275123      0.2455980959
    -14.2998896164      0.1482659590      0.2495095442
    -14.2848897322      0.1458044056      0.2526897044
    -14.2698898480      0.1457766238      0.2550446729
    -14.2548899638      0.1450345067      0.2564917784
    -14.2398900795      0.1442923896      0.2569620668
    -14.2248901953      0.1435502725      0.2564024135
    -14.2098903111      0.1428081554      0.2547771895
    -14.1948904269      0.1420660384      0.2520694262
    -14.1798905427      0.1413239213      0.2482814424
    -14.1648906585      0.9288303321      0.2434349184
    -14.1498907743      0.4958952840      0.2375704235
    -14.1348908901      0.1110248786      0.2307464218
    -14.1198910058      0.1097106724      0.2230378026
    -14.1048911216      0.1083964662      0.2145339960
    -14.0898912374      0.1070822599      0.2053367490
    -14.0748913532      0.1057680537      0.1955576462
    -14.0598914690      0.1044538475      0.1853154678
    -14.0448915848      0.1031396412      0.1747334765
    -14.0298917006      0.1018254350      0.1639367266
    -14.0148918164      0.1005112288      0.1530494791
    -13.9998919321      0.0991970225      0.1421928030
    -13.9848920479      0.0978828163      0.1314824247
    -13.9698921637      0.0965686101      0.1210268796
    -13.9548922795      0.0952544038      0.1109260013
    -13.9398923953      0.0939401976      0.1012697672
    -13.9248925111      0.0926259914      0.0921375066
    -13.9098926269      0.0913117851      0.0835974593
    -13.8948927427      0.0899975789      0.0757066612
    -13.8798928584      0.0886833727      0.0685111210
    -13.8648929742      0.0873691664      0.0620462437
    -13.8498930900      0.0860549602      0.0563374519
    -13.8348932058      0.0847407540      0.0514009501
    -13.8198933216      0.0834265477      0.0472445803
    -13.8048934374      0.0821123415      0.0438687176
    -13.7898935532      0.0807981352      0.0412671598
    -13.7748936689      0.0794839290      0.0394279732
    -13.7598937847      0.0781697228      0.0383342626
    -13.7448939005      0.0768555165      0.0379648452
    -13.7298940163      0.0755413103      0.0382948164
    -13.7148941321      0.0742271041      0.0392960032
    -13.6998942479      0.0729128978      0.0409373132
    -13.6848943637      0.0715986916      0.0431849898
    -13.6698944795      0.0702844854      0.0460027937
    -13.6548945952      0.0689702791      0.0493521324
    -13.6398947110      0.0676560729      0.0531921633
    -13.6248948268      0.0663418667      0.0574798942
    -13.6098949426      0.0650276604      0.0621703060
    -13.5948950584      0.0637134542      0.0672165166
    -13.5798951742      0.0623992480      0.0725700030
    -13.5648952900      0.0610850417      0.0781808912
    -13.5498954058      0.0597708355      0.0839983196
    -13.5348955215      0.0584566293      0.0899708734
    -13.5198956373      0.0571424230      0.0960470838
    -13.5048957531      0.0558282168      0.1021759776
    -13.4898958689      0.0545140106      0.1083076619
    -13.4748959847      0.0531998043      0.1143939222
    -13.4598961005      0.0518855981      0.1203888115
    -13.4448962163      0.0505713919      0.1262492066
    -13.4298963320      0.0518277997      0.1319353103
    -13.4148964478      0.0591705871      0.1374110764
    -13.3998965636      0.0676431155      0.1426445419
    -13.3848966794      0.0785003929      0.1476080518
    -13.3698967952      0.0893576704      0.1522783673
    -13.3548969110      0.1002149479      0.1566366553
    -13.3398970268      0.1110722254      0.1606683605
    -13.3248971426      0.1219295029      0.1643629685
    -13.3098972583      0.1327867804      0.1677136734
    -13.2948973741      0.1436440578      0.1707169679
    -13.2798974899      0.1545013353      0.1733721782
    -13.2648976057      0.1653586128      0.1756809705
    -13.2498977215      0.0362746420      0.1776468547
    -13.2348978373      0.0397891321      0.1792747161
    -13.2198979531      0.0433036222      0.1805704023
    -13.2048980689      0.0468181123      0.1815403904
    -13.1898981846      0.0503326023      0.1821915586
    -13.1748983004      0.0538470924      0.1825310796
    -13.1598984162      0.0710164664      0.1825664458
    -13.1448985320      0.0892019005      0.1823056333
    -13.1298986478      0.1073873346      0.1817573980
    -13.1148987636      0.1255727687      0.1809316938
    -13.0998988794      0.1437582027      0.1798401906
    -13.0848989951      0.1619436368      0.1784968628
    -13.0698991109      0.1801290709      0.1769186129
    -13.0548992267      0.1983145049      0.1751258870
    -13.0398993425      0.2164999390      0.1731432365
    -13.0248994583      0.2346853731      0.1709997786
    -13.0098995741      0.2528708071      0.1687295090
    -12.9948996899      0.2710562412      0.1663714249
    -12.9798998057      0.2892416753      0.1639694216
    -12.9648999214      0.1197233528      0.1615719389
    -12.9499000372      0.1212415448      0.1592313410
    -12.9349001530      0.1227597368      0.1570030314
    -12.9199002688      0.1242779288      0.1549443152
    -12.9049003846      0.1257961208      0.1531130409
    -12.8899005004      0.1273143128      0.1515660618
    -12.8749006162      0.1288325049      0.1503575775
    -12.8599007320      0.1303506969      0.1495374196
    -12.8449008477      0.1318688889      0.1491493579
    -12.8299009635      0.1333870809      0.1492295043
    -12.8149010793      0.1349052729      0.1498048926
    -12.7999011951      0.1364234649      0.1508923061
    -12.7849013109      0.1379416569      0.1524974172
    -12.7699014267      0.1394598489      0.1546142896
    -12.7549015425      0.1409780409      0.1572252759
    -12.7399016582      0.1424962329      0.1603013292
    -12.7249017740      0.1440144249      0.1638027214
    -12.7099018898      0.1455326169      0.1676801449
    -12.6949020056      0.1470508089      0.1718761544
    -12.6799021214      0.1485690010      0.1763268848
    -12.6649022372      0.1500871930      0.1809639722
    -12.6499023530      0.1516053850      0.1857165898
    -12.6349024688      0.1531235770      0.1905135077
    -12.6199025845      0.1546417690      0.1952850836
    -12.6049027003      0.1561599610      0.1999650961
    -12.5899028161      0.2830858221      0.2044923409
    -12.5749029319      0.4673461763      0.2088119253
    -12.5599030477      0.6516065304      0.2128762105
    -12.5449031635      0.1978710198      0.2166453745
    -12.5299032793      0.2025519888      0.2200875860
    -12.5149033951      0.2072329579      0.2231788037
    -12.4999035108      0.2119139269      0.2259022333
    -12.4849036266      0.2165948960      0.2282474948
    -12.4699037424      0.2212758650      0.2302095654
    -12.4549038582      0.2259568341      0.2317875762
    -12.4399039740      0.2306378031      0.2329835450
    -12.4249040898      0.2353187722      0.2338011309
    -12.4099042056      0.2399997413      0.2342444916
    -12.3949043213      0.2446807103      0.2343173170
    -12.3799044371      0.2493616794      0.2340220999
    -12.3649045529      0.2541349630      0.2333596905
    -12.3499046687      0.2590494673      0.2323291621
    -12.3349047845      0.2639639717      0.2309279974
    -12.3199049003      0.2688784761      0.2291525858
    -12.3049050161      0.2737929805      0.2269990026
    -12.2899051319      0.2787074848      0.2244640246
    -12.2749052476      0.2086658572      0.2215463240
    -12.2599053634      0.2073717492      0.2182477691
    -12.2449054792      0.2060776411      0.2145747561
    -12.2299055950      0.2047835330      0.2105394906
    -12.2149057108      0.2034894249      0.2061611418
    -12.1999058266      0.2021953169      0.2014667946
    -12.1849059424      0.2009012088      0.1964921346
    -12.1699060582      0.1996071007      0.1912818135
    -12.1549061739      0.1986558225      0.1858894558
    -12.1399062897      0.1978851927      0.1803772823
    -12.1249064055      0.1971145629      0.1748153466
    -12.1099065213      0.1963439331      0.1692803927
    -12.0949066371      0.1955733033      0.1638543627
    -12.0799067529      0.1948026734      0.1586225958
    -12.0649068687      0.1940320436      0.1536717756
    -12.0499069845      0.1932614138      0.1490876905
    -12.0349071002      0.1924907840      0.1449528843
    -12.0199072160      0.1917201541      0.1413442772
    -12.0049073318      0.1909495243      0.1383308392
    -11.9899074476      0.1901788945      0.1359713995
    -11.9749075634      0.1894082647      0.1343126713
    -11.9599076792      0.1886376348      0.1333875634
    -11.9449077950      0.1878670050      0.1332138432
    -11.9299079107      0.1870963752      0.1337932047
    -11.9149080265      0.1863257454      0.1351107807
    -11.8999081423      0.1855551156      0.1371351256
    -11.8849082581      0.1847844857      0.1398186809
    -11.8699083739      0.1840138559      0.1430987163
    -11.8549084897      0.1832432261      0.1468987289
    -11.8399086055      0.1824725963      0.1511302623
    -11.8249087213      0.1817019664      0.1556950970
    -11.8099088370      0.1809313366      0.1604877483
    -11.7949089528      0.1801607068      0.1653981971
    -11.7799090686      0.1793900770      0.1703147701
    -11.7649091844      0.1786194472      0.1751270785
    -11.7499093002      0.1778488173      0.1797289224
    -11.7349094160      0.1770781875      0.1840210651
    -11.7199095318      0.1763075577      0.1879137860
    -11.7049096476      0.1567446376      0.1913291273
    -11.6899097633      0.1565478878      0.1942027569
    -11.6749098791      0.1563511380      0.1964853846
    -11.6599099949      0.1561543882      0.1981436837
    -11.6449101107      0.1559576384      0.1991606864
    -11.6299102265      0.1557608886      0.1995356409
    -11.6149103423      0.1555641388      0.1992833413
    -11.5999104581      0.1553673890      0.1984329562
    -11.5849105738      0.1551886591      0.1970264069
    -11.5699106896      0.1550311955      0.1951163614
    -11.5549108054      0.1548737318      0.1927639263
    -11.5399109212      0.1547162681      0.1900361321
    -11.5249110370      0.1545588044      0.1870033152
    -11.5099111528      0.1544013408      0.1837365041
    -11.4949112686      0.1542438771      0.1803049177
    -11.4799113844      0.1540864134      0.1767736769
    -11.4649115001      0.1539289497      0.1732018217
    -11.4499116159      0.1537714861      0.1696407114
    -11.4349117317      0.1536140224      0.1661328688
    -11.4199118475      0.1534565587      0.1627113058
    -11.4049119633      0.1532990950      0.1593993488
    -11.3899120791      0.1531416314      0.1562109564
    -11.3749121949      0.1529841677      0.1531515001
    -11.3599123107      0.1528267040      0.1502189572
    -11.3449124264      0.1526692404      0.1474054466
    -11.3299125422      0.1525117767      0.1446990221
    -11.3149126580      0.1523543130      0.1420856288
    -11.2999127738      0.1521968493      0.1395511197
    -11.2849128896      0.1520393857      0.1370832304
    -11.2699130054      0.1518819220      0.1346734127
    -11.2549131212      0.1517133597      0.1323184372
    -11.2399132369      0.1511236261      0.1300216864
    -11.2249133527      0.1505338925      0.1277940776
    -11.2099134685      0.1499441589      0.1256545718
    -11.1949135843      0.1493544253      0.1236302449
    -11.1799137001      0.1487646917      0.1217559189
    -11.1649138159      0.1481749582      0.1200733687
    -11.1499139317      0.1475852246      0.1186301385
    -11.1349140475      0.1469954910      0.1174780190
    -11.1199141632      0.1464057574      0.1166712460
    -11.1049142790      0.1458160238      0.1162644944
    -11.0899143948      0.1452262902      0.1163107439
    -11.0749145106      0.1446365566      0.1168590982
    -11.0599146264      0.1440468230      0.1179526361
    -11.0449147422      0.1434570894      0.1196263719
    -11.0299148580      0.1428673558      0.1219053949
    -11.0149149738      0.1422776222      0.1248032498
    -10.9999150895      0.1416878887      0.1283206124
    -10.9849152053      0.1410981551      0.1324443032
    -10.9699153211      0.1405084215      0.1371466703
