   ik=    1   0.0000000000   0.0000000000   0.0000000000
       -0.7442058613  -0.3106852227  -0.1436316057  -0.1436316039   0.0850194539
        0.1432046983   0.1880817013   0.2746041376   0.2746041388   0.3613659701
        0.3871964040   0.4290325501   0.4322097924   0.6910835416   0.7964366061
        0.7980516936   1.0077708582   1.0077708594   1.0628010290   1.1328906185
        1.1328906195   1.2531513397   1.2629763427   1.2629766278
   ik=    2   0.0449527830   0.0000000004   0.0000000000
       -0.7434735480  -0.3098207572  -0.1465838040  -0.1452258111   0.0860049396
        0.1441819029   0.1890502656   0.2751086299   0.2777398119   0.3622872182
        0.3846719830   0.4300142222   0.4334476138   0.6917149053   0.7980883099
        0.7997049958   0.9985033798   1.0015942451   1.0536631660   1.1426183420
        1.1449193099   1.2183883482   1.2273781369   1.2615468583
   ik=    3   0.0899055660   0.0000000008   0.0000000000
       -0.7411580370  -0.3072287008  -0.1551067115  -0.1499511881   0.0889685802
        0.1471124573   0.1919654066   0.2766805195   0.2866747143   0.3650462624
        0.3772161331   0.4329688628   0.4372952049   0.6935403479   0.8009141153
        0.8066257571   0.9694152528   0.9872072183   1.0467686822   1.1604181493
        1.1643123991   1.1671764027   1.1761914233   1.2461481750
   ik=    4   0.1348583490   0.0000000012   0.0000000000
       -0.7377102895  -0.3029217366  -0.1683359120  -0.1576559080   0.0938875984
        0.1519925375   0.1968018435   0.2793902520   0.3001082340   0.3651184200
        0.3696272413   0.4378232340   0.4438080351   0.6963147093   0.8050281125
        0.8178962402   0.9298421549   0.9702214305   1.0479232992   1.1113856907
        1.1248646415   1.1624975423   1.1942121808   1.2030383496
   ik=    5   0.1798111320   0.0000000016   0.0000000000
       -0.7325207553  -0.2969067720  -0.1851794097  -0.1680711942   0.1007947301
        0.1588164115   0.2036017670   0.2834473239   0.3161953316   0.3489504071
        0.3760028314   0.4446246166   0.4542032796   0.6994836315   0.8107158512
        0.8323467341   0.8885780717   0.9531324998   1.0531858719   1.0601822862
        1.0752536158   1.1410319031   1.1507506820   1.1621241263
   ik=    6   0.2247639150   0.0000000019   0.0000000000
       -0.7260776485  -0.2892133095  -0.2046499968  -0.1808634626   0.1096661574
        0.1675737435   0.2123440071   0.2888096995   0.3293505880   0.3329297536
        0.3841253548   0.4532807537   0.4690792635   0.7018019823   0.8177681909
        0.8481215131   0.8498827241   0.9360081676   1.0108714637   1.0283511339
        1.0608305697   1.1018718021   1.1080086267   1.1125870373
   ik=    7   0.2697166980   0.0000000023   0.0000000000
       -0.7180284094  -0.2798554415  -0.2257899965  -0.1956597903   0.1205170211
        0.1782519098   0.2230465118   0.2957362443   0.3069907572   0.3486964290
        0.3939234178   0.4638101771   0.4889381039   0.7005286886   0.8176199272
        0.8259291277   0.8621606021   0.9177064433   0.9635623771   0.9857667918
        1.0551121424   1.0650231898   1.0700561701   1.0737933460
   ik=    8   0.3146694810   0.0000000027   0.0000000000
       -0.7087889489  -0.2688662842  -0.2477809692  -0.2120694522   0.1333225934
        0.1908307180   0.2356862687   0.2825508852   0.3042276712   0.3628172373
        0.4052754017   0.4761257158   0.5137667178   0.6909894293   0.7969819163
        0.8341156771   0.8683279072   0.8965904591   0.9183664383   0.9512754022
        1.0125235371   1.0195362905   1.0380602752   1.0434277937
   ik=    9   0.3596222640   0.0000000031   0.0000000000
       -0.6978151946  -0.2701875180  -0.2562770584  -0.2296672596   0.1481059547
        0.2052817829   0.2502869007   0.2566593536   0.3143727772   0.3749048254
        0.4179765324   0.4902706389   0.5425458516   0.6709688679   0.7905354271
        0.8366096887   0.8624093632   0.8714736311   0.8753932579   0.9288853419
        0.9703156838   0.9761976841   1.0121570068   1.0137456270
   ik=   10   0.4045750470   0.0000000035   0.0000000000
       -0.6856413627  -0.2927074802  -0.2481468602  -0.2421994311   0.1648419075
        0.2215541151   0.2298348587   0.2668181509   0.3260526981   0.3852411401
        0.4316401133   0.5061664664   0.5736558894   0.6447241614   0.7939586570
        0.8161260260   0.8348179216   0.8425412813   0.8629986464   0.9096670636
        0.9305032701   0.9350849147   0.9906246826   0.9981337642
   ik=   11   0.4495278300   0.0000000039   0.0000000000
       -0.6724730633  -0.3149006171  -0.2671769977  -0.2266817598   0.1835056853
        0.2026182206   0.2395802061   0.2852514466   0.3391924651   0.3946654647
        0.4455364767   0.5237110005   0.6055115920   0.6177320048   0.7833277967
        0.7971179803   0.8012113600   0.8111442327   0.8619733282   0.8917341968
        0.8948152339   0.8964142736   0.9708060275   0.9933823397
   ik=   12   0.4944806130   0.0000000043   0.0000000000
       -0.6576834152  -0.3365154797  -0.2863772700  -0.2097976322   0.1753995389
        0.2041104730   0.2592472593   0.3055810557   0.3537631474   0.4034693029
        0.4581529155   0.5428932814   0.5940934270   0.6355501370   0.7486948573
        0.7635312099   0.7787065257   0.8045368664   0.8393899771   0.8606155063
        0.8685956061   0.8906407868   0.9503259287   0.9917297637
   ik=   13   0.5394333960   0.0000000047   0.0000000000
       -0.6418732659  -0.3575387837  -0.3055095849  -0.1916776348   0.1484993642
        0.2266111358   0.2803510609   0.3277358719   0.3695396778   0.4117200250
        0.4665086011   0.5634939178   0.5780383057   0.6574547409   0.7147370988
        0.7381494654   0.7462863609   0.7917489442   0.8088215961   0.8287621893
        0.8626810219   0.8916020315   0.9280952111   0.9908132471
   ik=   14   0.5843861790   0.0000000051   0.0000000000
       -0.6246068219  -0.3777342580  -0.3243016118  -0.1724478879   0.1221937074
        0.2509912988   0.3025075238   0.3516308477   0.3864908799   0.4196611967
        0.4669763639   0.5740501237   0.5852508161   0.6582654400   0.6823823808
        0.7145744451   0.7294812887   0.7664230539   0.7778536580   0.8044414889
        0.8723519107   0.8847536158   0.9042810795   0.9912936952
   ik=   15   0.6293389620   0.0000000055   0.0000000000
       -0.6061841217  -0.3969050219  -0.3425637404  -0.1523368618   0.0967021058
        0.2771953621   0.3249015943   0.3770463329   0.4043669639   0.4273382815
        0.4601453039   0.5823387161   0.6073676346   0.6395955505   0.6523567949
        0.6839985491   0.7255566328   0.7389669697   0.7481541421   0.7972521490
        0.8686845916   0.8795918926   0.8852968087   0.9878082529
   ik=   16   0.6742917450   0.0000000058   0.0000000000
       -0.5866943257  -0.4151885021  -0.3600423416  -0.1315688178   0.0721752142
        0.3051268150   0.3456805230   0.4033599839   0.4231110096   0.4342651317
        0.4521019558   0.5980184121   0.6157157152   0.6195187441   0.6341287415
        0.6548258698   0.7092351769   0.7135278426   0.7206964320   0.8090906018
        0.8464190083   0.8547840205   0.8936234753   0.9613563031
   ik=   17   0.7192445280   0.0000000062   0.0000000000
       -0.5664789639  -0.4322830025  -0.3764956072  -0.1104253671   0.0488180012
        0.3346060214   0.3610033962   0.4282784338   0.4405445926   0.4438811514
        0.4505253369   0.5923072332   0.5972053152   0.6147919506   0.6272320397
        0.6490641114   0.6875729477   0.6937374613   0.6975546176   0.8229215036
        0.8269659151   0.8304606404   0.8909952923   0.9340175553
   ik=   18   0.7641973110   0.0000000066   0.0000000000
       -0.5457223107  -0.4485391862  -0.3915990600  -0.0893329971   0.0266764841
        0.3652913257   0.3669252741   0.4451426330   0.4470250564   0.4612880732
        0.4694681058   0.5710939360   0.5759259953   0.6013260477   0.6227646339
        0.6508103887   0.6657957695   0.6867494386   0.6878316732   0.8052532727
        0.8070430247   0.8431201341   0.8792000336   0.9089710338
   ik=   19   0.8091500940   0.0000000070   0.0000000000
       -0.5249973195  -0.4634891375  -0.4048014294  -0.0687264913   0.0059377418
        0.3656529770   0.3963135501   0.4477508638   0.4586503717   0.4829810200
        0.4973319202   0.5533549775   0.5598662029   0.5771926889   0.6155639971
        0.6348167491   0.6459610575   0.6855529288   0.7012488360   0.7848352374
        0.8020568010   0.8537975926   0.8648111461   0.8877363057
   ik=   20   0.8541028770   0.0000000074   0.0000000000
       -0.5054571344  -0.4772479281  -0.4149112639  -0.0491373711  -0.0133589171
        0.3626138602   0.4250267122   0.4469802052   0.4634222149   0.5097811293
        0.5200189466   0.5397089901   0.5530290616   0.5548840091   0.6031345253
        0.6181599135   0.6290199106   0.6808309253   0.7234495635   0.7640411509
        0.8152931870   0.8511742355   0.8526669864   0.8770362936
   ik=   21   0.8990556600   0.0000000078   0.0000000000
       -0.4898369398  -0.4898369334  -0.4192376088  -0.0311455080  -0.0311455008
        0.3611864021   0.4423533422   0.4423533447   0.4640180632   0.5300828397
        0.5300828431   0.5344390835   0.5344390913   0.5550124181   0.5960965291
        0.6160092563   0.6160092600   0.6778269592   0.7448020471   0.7448020548
        0.8353247307   0.8353247380   0.8473409423   0.8766984243
   ik=   22   0.8878174641   0.0194651333   0.0000000000
       -0.4958248620  -0.4849861575  -0.4178819973  -0.0394556154  -0.0229164324
        0.3616077650   0.4387350328   0.4428656162   0.4630756387   0.5249248074
        0.5263245504   0.5346833524   0.5418362362   0.5544370023   0.5989195762
        0.6112349452   0.6243920464   0.6787751234   0.7357982827   0.7528705816
        0.8263776116   0.8421455312   0.8490386894   0.8763688552
   ik=   23   0.8765792682   0.0389302589   0.0000000000
       -0.5016345954  -0.4825950363  -0.4137034357  -0.0473713860  -0.0152792505
        0.3629202851   0.4344669623   0.4395129301   0.4586444238   0.5158864999
        0.5229080512   0.5378465263   0.5441881330   0.5572026222   0.6076857035
        0.6076951887   0.6370316472   0.6817973705   0.7272183809   0.7583834984
        0.8174188462   0.8445946774   0.8543695499   0.8753652710
   ik=   24   0.8653410723   0.0583953844   0.0000000000
       -0.5069092236  -0.4823461468  -0.4069969541  -0.0548761858  -0.0082783979
        0.3651663401   0.4297574665   0.4338705739   0.4504798716   0.5073278431
        0.5196832261   0.5355103362   0.5429326335   0.5684004785   0.6056796368
        0.6209080272   0.6512441640   0.6873050891   0.7190737184   0.7614985259
        0.8087766278   0.8447364960   0.8631619246   0.8736210934
   ik=   25   0.8541028764   0.0778605099   0.0000000000
       -0.5119260239  -0.4836992146  -0.3983989664  -0.0619804931  -0.0019475223
        0.3683121878   0.4247732278   0.4259594612   0.4406098426   0.4992486958
        0.5163792587   0.5307428755   0.5400504970   0.5846141729   0.6049757262
        0.6364186329   0.6645505830   0.6963042739   0.7113650770   0.7630115810
        0.8003573060   0.8447079939   0.8712323042   0.8746066516
   ik=   26   0.8428646805   0.0973256355   0.0000000000
       -0.5165594199  -0.4859049598  -0.3885086854  -0.0686731788   0.0037009809
        0.3723149656   0.4147424542   0.4196787714   0.4316630323   0.4916521290
        0.5129530836   0.5254456569   0.5367697874   0.6032581138   0.6056245370
        0.6527405571   0.6748259838   0.7041020097   0.7098312774   0.7640266107
        0.7922764199   0.8455321449   0.8682437134   0.8876674646
   ik=   27   0.8316264845   0.1167907610   0.0000000000
       -0.5210112644  -0.4886683847  -0.3778484969  -0.0749507268   0.0086664130
        0.3770360498   0.4005445824   0.4146023300   0.4244359989   0.4845395445
        0.5093898607   0.5201294171   0.5337381915   0.6074197173   0.6233674747
        0.6687470928   0.6820665673   0.6972887128   0.7272367892   0.7657197484
        0.7844760147   0.8477193235   0.8646786436   0.9012442065
   ik=   28   0.8203882886   0.1362558866   0.0000000000
       -0.5250647356  -0.4917118624  -0.3668091879  -0.0808055361   0.0129931133
        0.3823340125   0.3847775646   0.4096436919   0.4182391242   0.4779130308
        0.5057442187   0.5149645061   0.5313491367   0.6102761188   0.6444125702
        0.6833049980   0.6874083265   0.6909315510   0.7469676548   0.7693822956
        0.7769580426   0.8515224384   0.8606259473   0.9141686843
   ik=   29   0.8091500927   0.1557210121   0.0000000000
       -0.5288831362  -0.4947845269  -0.3555764254  -0.0862417939   0.0166678940
        0.3684918286   0.3879593226   0.4048853247   0.4126745094   0.4717727946
        0.5020827822   0.5100444570   0.5298707623   0.6138829640   0.6658529675
        0.6850319454   0.6918365410   0.6952269785   0.7681017243   0.7696245056
        0.7763064818   0.8562827794   0.8569558811   0.9249994335
   ik=   30   0.7979118968   0.1751861376   0.0000000000
       -0.5324099771  -0.4978133656  -0.3443723430  -0.0912552715   0.0197635321
        0.3521965528   0.3936640671   0.4003789018   0.4075726963   0.4661201798
        0.4984827914   0.5054042133   0.5295119023   0.6181922788   0.6795937059
        0.6848835146   0.6983259332   0.7038040720   0.7625464555   0.7872481217
        0.7901154177   0.8517690406   0.8640218169   0.9320204255
   ik=   31   0.7866737009   0.1946512632   0.0000000000
       -0.5356479193  -0.5006821991  -0.3333485893  -0.0958390197   0.0223316540
        0.3362229219   0.3961661435   0.3991810603   0.4029017502   0.4609564388
        0.4950172319   0.5010862597   0.5304356452   0.6231383174   0.6746203696
        0.6921791222   0.7093616635   0.7162818778   0.7557212429   0.8018289358
        0.8126593225   0.8471038259   0.8724896638   0.9337906393
   ik=   32   0.7754355049   0.2141163887   0.0000000000
       -0.5386587028  -0.5033692748  -0.3227349065  -0.1000065599   0.0244331707
        0.3209069830   0.3922856553   0.3986543414   0.4042661365   0.4562811095
        0.4917451835   0.4971191869   0.5327315038   0.6285029685   0.6701122872
        0.6941125604   0.7129314643   0.7394692854   0.7490602745   0.8187249233
        0.8353728367   0.8424132752   0.8823324191   0.9301632480
   ik=   33   0.7641973090   0.2335815143   0.0000000000
       -0.5411691109  -0.5058495020  -0.3125941851  -0.1037284012   0.0261201914
        0.3064137913   0.3887698194   0.3948331062   0.4086918368   0.4520972092
        0.4887232677   0.4935258287   0.5363763684   0.6342829632   0.6660753763
        0.6948717539   0.7156135309   0.7425578953   0.7638625406   0.8359770948
        0.8379183438   0.8576773233   0.8937906134   0.9230988724
   ik=   34   0.7529591131   0.2530466398   0.0000000000
       -0.5434791021  -0.5079900776  -0.3030662351  -0.1070155302   0.0274605086
        0.2931510875   0.3856274529   0.3914498460   0.4123570673   0.4484042401
        0.4859847591   0.4903271163   0.5412124499   0.6403620519   0.6625095719
        0.6950672627   0.7182282869   0.7361608732   0.7889395259   0.8336295697
        0.8500898015   0.8781563688   0.9077141457   0.9169770431
   ik=   35   0.7417209172   0.2725117653   0.0000000000
       -0.5454777297  -0.5099772028  -0.2943811875  -0.1098688931   0.0285040879
        0.2809899007   0.3828800658   0.3884982475   0.4152427014   0.4452026199
        0.4835612545   0.4875267208   0.5469247304   0.6465839108   0.6594162993
        0.6949476586   0.7213612626   0.7297720551   0.8145122249   0.8296937100
        0.8546149736   0.8948564695   0.9191347231   0.9257196279
   ik=   36   0.7304827213   0.2919768909   0.0000000000
       -0.5471348534  -0.5117026318  -0.2866723521  -0.1122854662   0.0293014640
        0.2700936689   0.3805381929   0.3859880712   0.4174097900   0.4424928883
        0.4814753203   0.4851381562   0.5530712835   0.6529470495   0.6567969889
        0.6946475718   0.7235118220   0.7254687061   0.8261075988   0.8404583471
        0.8472358973   0.9073996408   0.9326028614   0.9476499764
   ik=   37   0.7192445253   0.3114420164   0.0000000000
       -0.5485187402  -0.5130766152  -0.2800861205  -0.1142643593   0.0298957909
        0.2610229952   0.3786099047   0.3839325027   0.4189666485   0.4402753589
        0.4797470544   0.4831775283   0.5591318443   0.6546526347   0.6592996417
        0.6942861995   0.7173153794   0.7309262439   0.8231041348   0.8335538998
        0.8666110053   0.9171435199   0.9521705193   0.9717622913
   ik=   38   0.7080063294   0.3309071419   0.0000000000
       -0.5496088765  -0.5141512673  -0.2747702256  -0.1158038427   0.0303212201
        0.2537580042   0.3771027166   0.3823297500   0.4200275746   0.4385503324
        0.4783889426   0.4816462217   0.5645431446   0.6529838952   0.6655504805
        0.6939351329   0.7113114022   0.7379963096   0.8177934888   0.8206556764
        0.8924175776   0.9253012000   0.9736841913   0.9852060684
   ik=   39   0.6967681335   0.3503722675   0.0000000000
       -0.5503860416  -0.5149215162  -0.2708674793  -0.1169038653   0.0306056331
        0.2484544107   0.3760228934   0.3811830570   0.4207028728   0.4373180322
        0.4774123248   0.4805493791   0.5688113075   0.6517915333   0.6713949624
        0.6936492970   0.7056836253   0.7468185238   0.8018253463   0.8188630885
        0.9151765167   0.9344562591   0.9841412291   0.9946253802
   ik=   40   0.6855299376   0.3698373930   0.0000000000
       -0.5508128391  -0.5153155960  -0.2684678727  -0.1175817386   0.0307556199
        0.2452063913   0.3753798151   0.3804967583   0.4210777390   0.4365770484
        0.4768283488   0.4798923584   0.5715468254   0.6510736057   0.6761515046
        0.6934700950   0.7010995094   0.7572025351   0.7868671922   0.8177315060
        0.9263377191   0.9520842874   0.9834988047   1.0118800445
   ik=   41   0.6742917417   0.3893025186   0.0000000000
       -0.5509694675  -0.5154709210  -0.2676642458  -0.1178019076   0.0308082610
        0.2441200485   0.3751630905   0.3802669601   0.4211955455   0.4363305468
        0.4766316325   0.4796722801   0.5724836847   0.6508350216   0.6782034596
        0.6934056034   0.6991007273   0.7652738367   0.7772101353   0.8173628501
        0.9286570155   0.9666714310   0.9832853637   0.9980124480
   ik=   42   0.6405771546   0.3698373926   0.0000000000
       -0.5596610443  -0.5059938817  -0.2671303158  -0.1212706619   0.0351553163
        0.2446301799   0.3497895087   0.4014876435   0.4066704138   0.4507321913
        0.4564257863   0.5065306373   0.5692944944   0.6530495060   0.6659565246
        0.6949801094   0.7017283012   0.7660105650   0.7808501921   0.8206062564
        0.9292212051   0.9676575675   0.9771969205   0.9986444889
   ik=   43   0.6068625675   0.3503722667   0.0000000000
       -0.5756229551  -0.4877236011  -0.2655160043  -0.1306558647   0.0470521181
        0.2451554138   0.3232449301   0.3765835562   0.4240747182   0.4366724181
        0.4819489074   0.5354344553   0.5613268582   0.6465363113   0.6591696403
        0.6832253441   0.7094623319   0.7682208824   0.7909872276   0.8302685924
        0.9305732724   0.9648516483   0.9705452148   1.0002981521
   ik=   44   0.5731479804   0.3309071408   0.0000000000
       -0.5922291906  -0.4668703601  -0.2628295416  -0.1437922024   0.0643403943
        0.2465735938   0.2980318118   0.3523466916   0.3992650163   0.4664337965
        0.5039924483   0.5536195565   0.5642926359   0.6260330560   0.6650055442
        0.6684639262   0.7124976165   0.7719079594   0.8056182675   0.8459245523
        0.9321528121   0.9523198464   0.9751498806   1.0025969688
   ik=   45   0.5394333933   0.3114420148   0.0000000000
       -0.6087198312  -0.4448773050  -0.2591068793  -0.1588492364   0.0851087986
        0.2480356222   0.2743923262   0.3291690196   0.3755454490   0.4957498952
        0.5112128720   0.5585919608   0.5915719245   0.6059732218   0.6417222474
        0.6807386224   0.7139069064   0.7770605103   0.8217371525   0.8646781271
        0.9340007002   0.9432094980   0.9812816826   1.0047670554
   ik=   46   0.5057188062   0.2919768889   0.0000000000
       -0.6246276805  -0.4222336536  -0.2543777268  -0.1746372444   0.1080853939
        0.2465558250   0.2554660729   0.3071997785   0.3531721379   0.5017534607
        0.5223321194   0.5786741120   0.5850922547   0.6147250672   0.6176086334
        0.6961309454   0.7191370472   0.7836756896   0.8354112525   0.8809878769
        0.9385318407   0.9413582939   0.9888377666   1.0064662085
   ik=   47   0.4720042192   0.2725117630   0.0000000000
       -0.6395905190  -0.3988540279  -0.2486625858  -0.1904373510   0.1324050121
        0.2289010320   0.2544492895   0.2865328726   0.3322223237   0.4873390581
        0.5419705815   0.5664652782   0.5854099118   0.6023027425   0.6400853014
        0.7146285250   0.7334821389   0.7917562674   0.8432830412   0.8881553683
        0.9492995165   0.9502206671   0.9977785644   1.0091447540
   ik=   48   0.4382896321   0.2530466371   0.0000000000
       -0.6535010785  -0.3750559937  -0.2420120060  -0.2058254371   0.1574738431
        0.2094562891   0.2569048307   0.2672575678   0.3127697511   0.4720006051
