#      energy (eV)      DOS (tetra.)      DOS (gauss.)
    -17.9450000000      0.1523603140      0.1375302203
    -17.9300000000      0.1523231314      0.1329993929
    -17.9150000000      0.1526222428      0.1285764103
    -17.9000000000      0.1529959361      0.1242897375
    -17.8850000000      0.1533696294      0.1201711789
    -17.8700000000      0.1537433226      0.1162565243
    -17.8550000000      0.1541170159      0.1125858794
    -17.8400000000      0.1544907091      0.1092036550
    -17.8250000000      0.1548644024      0.1061582065
    -17.8100000000      0.1552380956      0.1035011309
    -17.7950000000      0.1556117889      0.1012862492
    -17.7800000000      0.1559854822      0.0995683122
    -17.7650000000      0.1563591754      0.0984014830
    -17.7500000000      0.1567328687      0.0978376542
    -17.7350000000      0.1571065619      0.0979246660
    -17.7200000000      0.1574802552      0.0987044936
    -17.7050000000      0.1578539484      0.1002114688
    -17.6900000000      0.1582276417      0.1024706024
    -17.6750000000      0.1586013350      0.1054960646
    -17.6600000000      0.1589750282      0.1092898783
    -17.6450000000      0.1593487215      0.1138408689
    -17.6300000000      0.1597224147      0.1191239100
    -17.6150000000      0.1600961080      0.1250994919
    -17.6000000000      0.1604698012      0.1317136352
    -17.5850000000      0.1608434945      0.1388981606
    -17.5700000000      0.1612171878      0.1465713189
    -17.5550000000      0.1615908810      0.1546387777
    -17.5400000000      0.1619645743      0.1629949519
    -17.5250000000      0.1623382675      0.1715246591
    -17.5100000000      0.1627119608      0.1801050728
    -17.4950000000      0.1630856540      0.1886079377
    -17.4800000000      0.1634593473      0.1969020052
    -17.4650000000      0.1638330406      0.2048556411
    -17.4500000000      0.1640869463      0.2123395461
    -17.4350000000      0.1633035716      0.2192295300
    -17.4200000000      0.1625201969      0.2254092700
    -17.4050000000      0.1617368222      0.2307729822
    -17.3900000000      0.1609534475      0.2352279329
    -17.3750000000      0.1601700728      0.2386967155
    -17.3600000000      0.1593866981      0.2411192220
    -17.3450000000      0.1586033234      0.2424542425
    -17.3300000000      0.1578199487      0.2426806334
    -17.3150000000      0.1570365740      0.2417980053
    -17.3000000000      0.1562531992      0.2398268953
    -17.2850000000      0.1556850053      0.2368084018
    -17.2700000000      0.1557816155      0.2328032777
    -17.2550000000      0.1558782258      0.2278904946
    -17.2400000000      0.1559748360      0.2221653102
    -17.2250000000      0.1560714463      0.2157368874
    -17.2100000000      0.1561680566      0.2087255299
    -17.1950000000      0.1562646668      0.2012596166
    -17.1800000000      0.1563612771      0.1934723243
    -17.1650000000      0.1564578873      0.1854982418
    -17.1500000000      0.1565544976      0.1774699812
    -17.1350000000      0.1566511078      0.1695148917
    -17.1200000000      0.1567477181      0.1617519840
    -17.1050000000      0.1568443284      0.1542891598
    -17.0900000000      0.1569409386      0.1472208359
    -17.0750000000      0.1570375489      0.1406260355
    -17.0600000000      0.1571341591      0.1345670047
    -17.0450000000      0.1572307694      0.1290883937
    -17.0300000000      0.1573273796      0.1242170206
    -17.0150000000      0.1574239899      0.1199622184
    -17.0000000000      0.1575206001      0.1163167422
    -16.9850000000      0.1576172104      0.1132581983
    -16.9700000000      0.1577138207      0.1107509352
    -16.9550000000      0.1578104309      0.1087483229
    -16.9400000000      0.1579070412      0.1071953351
    -16.9250000000      0.1580036514      0.1060313366
    -16.9100000000      0.1581002617      0.1051929730
    -16.8950000000      0.1581968719      0.1046170581
    -16.8800000000      0.1582934822      0.1042433534
    -16.8650000000      0.1583900924      0.1040171394
    -16.8500000000      0.1584867027      0.1038914875
    -16.8350000000      0.1585833130      0.1038291506
    -16.8200000000      0.1586799232      0.1038040063
    -16.8050000000      0.1588665242      0.1038020027
    -16.7900000000      0.1591085498      0.1038215746
    -16.7750000000      0.1593505753      0.1038735185
    -16.7600000000      0.1595926009      0.1039803351
    -16.7450000000      0.1598346264      0.1041750672
    -16.7300000000      0.1600766520      0.1044996804
    -16.7150000000      0.1603186775      0.1050030534
    -16.7000000000      0.1605607031      0.1057386573
    -16.6850000000      0.1608027286      0.1067620182
    -16.6700000000      0.1610447542      0.1081280655
    -16.6550000000      0.1612867797      0.1098884747
    -16.6400000000      0.1615288053      0.1120891119
    -16.6250000000      0.1617708308      0.1147676876
    -16.6100000000      0.1620128564      0.1179517177
    -16.5950000000      0.1622548819      0.1216568766
    -16.5800000000      0.1624969075      0.1258858144
    -16.5650000000      0.1627389330      0.1306274893
    -16.5500000000      0.1629809586      0.1358570431
    -16.5350000000      0.1632229841      0.1415362274
    -16.5200000000      0.1634650097      0.1476143603
    -16.5050000000      0.1637070352      0.1540297714
    -16.4900000000      0.1639490608      0.1607116676
    -16.4750000000      0.1641910863      0.1675823356
    -16.4600000000      0.1644331118      0.1745595766
    -16.4450000000      0.1646751374      0.1815592610
    -16.4300000000      0.1649171629      0.1884978804
    -16.4150000000      0.1651591885      0.1952949793
    -16.4000000000      0.1654012140      0.2018753503
    -16.3850000000      0.1656432396      0.2081708932
    -16.3700000000      0.1658852651      0.2141220537
    -16.3550000000      0.1661272907      0.2196787834
    -16.3400000000      0.1626184157      0.2248009858
    -16.3250000000      0.1625471782      0.2294584470
    -16.3100000000      0.1624759407      0.2336302739
    -16.2950000000      0.1624047032      0.2373038953
    -16.2800000000      0.1623334657      0.2404737040
    -16.2650000000      0.1622622282      0.2431394389
    -16.2500000000      0.1621909907      0.2453044216
    -16.2350000000      0.1621197532      0.2469737682
    -16.2200000000      0.1620485157      0.2481526987
    -16.2050000000      0.1619772782      0.2488450566
    -16.1900000000      0.1619060407      0.2490521388
    -16.1750000000      0.1618348032      0.2487719144
    -16.1600000000      0.1617635657      0.2479986834
    -16.1450000000      0.1616923282      0.2467232013
    -16.1300000000      0.1616210907      0.2449332601
    -16.1150000000      0.1615498532      0.2426146927
    -16.1000000000      0.1614786157      0.2397527350
    -16.0850000000      0.1614073782      0.2363336617
    -16.0700000000      0.1613361407      0.2323465931
    -16.0550000000      0.1612649032      0.2277853588
    -16.0400000000      0.1611936657      0.2226503048
    -16.0250000000      0.1612384618      0.2169499301
    -16.0100000000      0.1614217331      0.2107022529
    -15.9950000000      0.1616050043      0.2039358225
    -15.9800000000      0.1617882756      0.1966903124
    -15.9650000000      0.1619715468      0.1890166566
    -15.9500000000      0.1621548181      0.1809767136
    -15.9350000000      0.1623380894      0.1726424715
    -15.9200000000      0.1625213606      0.1640948266
    -15.9050000000      0.1627046319      0.1554219908
    -15.8900000000      0.1628879031      0.1467175988
    -15.8750000000      0.1630711744      0.1380785964
    -15.8600000000      0.1632544456      0.1296029974
    -15.8450000000      0.1634377169      0.1213876004
    -15.8300000000      0.1636209881      0.1135257491
    -15.8150000000      0.1638042594      0.1061052167
    -15.8000000000      0.1639875306      0.0992062832
    -15.7850000000      0.1641708019      0.0929000610
    -15.7700000000      0.1643540731      0.0872471140
    -15.7550000000      0.1645373444      0.0822963985
    -15.7400000000      0.1647206156      0.0780845434
    -15.7250000000      0.1649038869      0.0746354750
    -15.7100000000      0.1650871581      0.0719603805
    -15.6950000000      0.1652704294      0.0700579970
    -15.6800000000      0.1654537007      0.0689152038
    -15.6650000000      0.1656369719      0.0685078938
    -15.6500000000      0.1658202432      0.0688020907
    -15.6350000000      0.1660035144      0.0697552794
    -15.6200000000      0.1661867857      0.0713179133
    -15.6050000000      0.1663700569      0.0734350566
    -15.5900000000      0.1665533282      0.0760481226
    -15.5750000000      0.1667365994      0.0790966615
    -15.5600000000      0.1669198707      0.0825201518
    -15.5450000000      0.1671031419      0.0862597458
    -15.5300000000      0.1672864132      0.0902599200
    -15.5150000000      0.1674696844      0.0944699775
    -15.5000000000      0.1676529557      0.0988453543
    -15.4850000000      0.1678362269      0.1033486791
    -15.4700000000      0.1680194982      0.1079505460
    -15.4550000000      0.1682027695      0.1126299612
    -15.4400000000      0.1683860407      0.1173744374
    -15.4250000000      0.1685693120      0.1221797196
    -15.4100000000      0.1689075539      0.1270491386
    -15.3950000000      0.1693295317      0.1319926053
    -15.3800000000      0.1697515096      0.1370252716
    -15.3650000000      0.1701734875      0.1421659016
    -15.3500000000      0.1705954654      0.1474350115
    -15.3350000000      0.1710174433      0.1528528480
    -15.3200000000      0.1714394212      0.1584372896
    -15.3050000000      0.1718613991      0.1642017594
    -15.2900000000      0.1722833770      0.1701532455
    -15.2750000000      0.1727053549      0.1762905222
    -15.2600000000      0.1731273328      0.1826026638
    -15.2450000000      0.1735493106      0.1890679330
    -15.2300000000      0.1739712885      0.1956531109
    -15.2150000000      0.1743932664      0.2023133249
    -15.2000000000      0.1748152443      0.2089924042
    -15.1850000000      0.1752372222      0.2156237757
    -15.1700000000      0.1756592001      0.2221318887
    -15.1550000000      0.1760811780      0.2284341312
    -15.1400000000      0.1765031559      0.2344431811
    -15.1250000000      0.1769251338      0.2400697107
    -15.1100000000      0.1772515821      0.2452253475
    -15.0950000000      0.1774792814      0.2498257787
    -15.0800000000      0.1777069806      0.2537938738
    -15.0650000000      0.1779346798      0.2570626993
    -15.0500000000      0.1781623791      0.2595782944
    -15.0350000000      0.1783900783      0.2613020847
    -15.0200000000      0.1786177775      0.2622128226
    -15.0050000000      0.1788454768      0.2623079553
    -14.9900000000      0.1790731760      0.2616043479
    -14.9750000000      0.1793008752      0.2601383075
    -14.9600000000      0.1800120319      0.2579648875
    -14.9450000000      0.1809641942      0.2551564756
    -14.9300000000      0.1819163564      0.2518007028
    -14.9150000000      0.1828685187      0.2479977387
    -14.9000000000      0.1838206809      0.2438570647
    -14.8850000000      0.1847728432      0.2394938423
    -14.8700000000      0.1857250055      0.2350250126
    -14.8550000000      0.1866771677      0.2305652776
    -14.8400000000      0.1876293300      0.2262231206
    -14.8250000000      0.1885814922      0.2220970262
    -14.8100000000      0.1895336545      0.2182720536
    -14.7950000000      0.1904858167      0.2148169040
    -14.7800000000      0.1914379790      0.2117816039
    -14.7650000000      0.1923901412      0.2091959030
    -14.7500000000      0.1933423035      0.2070684528
    -14.7350000000      0.1942944657      0.2053868038
    -14.7200000000      0.1952466280      0.2041182183
    -14.7050000000      0.1961987903      0.2032112681
    -14.6900000000      0.1971509525      0.2025981458
    -14.6750000000      0.1981031148      0.2021975928
    -14.6600000000      0.1990552770      0.2019183184
    -14.6450000000      0.2000074393      0.2016627642
    -14.6300000000      0.2009596015      0.2013310538
    -14.6150000000      0.2019117638      0.2008249628
    -14.6000000000      0.2028639260      0.2000517446
    -14.5850000000      0.2038160883      0.1989276555
    -14.5700000000      0.2047682505      0.1973810404
    -14.5550000000      0.2057204128      0.1953548627
    -14.5400000000      0.3510194092      0.1928085887
    -14.5250000000      0.3431469697      0.1897193683
    -14.5100000000      0.3352745302      0.1860824897
    -14.4950000000      0.3274020907      0.1819111156
    -14.4800000000      0.3195296512      0.1772353444
    -14.4650000000      0.3116572117      0.1721006676
    -14.4500000000      0.3037847722      0.1665659214
    -14.4350000000      0.2959123327      0.1607008482
    -14.4200000000      0.2880398932      0.1545833979
    -14.4050000000      0.2801674537      0.1482969063
    -14.3900000000      0.2722950142      0.1419272852
    -14.3750000000      0.2644225747      0.1355603528
    -14.3600000000      0.2565501352      0.1292794197
    -14.3450000000      0.2486776957      0.1231632245
    -14.3300000000      0.2408052562      0.1172842947
    -14.3150000000      0.2329328166      0.1117077769
    -14.3000000000      0.2250603771      0.1064907596
    -14.2850000000      0.2171879376      0.1016820783
    -14.2700000000      0.2093154981      0.0973225725
    -14.2550000000      0.2014430586      0.0934457370
    -14.2400000000      0.1935706191      0.0900786914
    -14.2250000000      0.1856981796      0.0872433777
    -14.2100000000      0.1778257401      0.0849578849
    -14.1950000000      0.1699533006      0.0832377931
    -14.1800000000      0.1620808611      0.0820974352
    -14.1650000000      0.1542084216      0.0815509748
    -14.1500000000      0.1463359821      0.0816132160
    -14.1350000000      0.1426606072      0.0823000715
    -14.1200000000      0.1409332648      0.0836286388
    -14.1050000000      0.1392059224      0.0856168558
    -14.0900000000      0.1374785799      0.0882827289
    -14.0750000000      0.1357512375      0.0916431563
    -14.0600000000      0.1340238951      0.0957123881
    -14.0450000000      0.1322965526      0.1005001944
    -14.0300000000      0.1305692102      0.1060098259
    -14.0150000000      0.1288418678      0.1122358744
    -14.0000000000      0.1271145253      0.1191621484
    -13.9850000000      0.1253871829      0.1267596890
    -13.9700000000      0.1236598405      0.1349850485
    -13.9550000000      0.1219324980      0.1437789535
    -13.9400000000      0.1202051556      0.1530654583
    -13.9250000000      0.1184778132      0.1627516799
    -13.9100000000      0.1167504707      0.1727281817
    -13.8950000000      0.1150231283      0.1828700465
    -13.8800000000      0.1132957859      0.1930386481
    -13.8650000000      0.1115684434      0.2030840986
    -13.8500000000      0.1098411010      0.2128483152
    -13.8350000000      0.1081137586      0.2221686190
    -13.8200000000      0.1063864161      0.2308817499
    -13.8050000000      0.1046590737      0.2388281564
    -13.7900000000      0.1029317313      0.2458564030
    -13.7750000000      0.1012043888      0.2518275246
    -13.7600000000      0.0994770464      0.2566191566
    -13.7450000000      0.0977497040      0.2601292723
    -13.7300000000      0.0960223615      0.2622793758
    -13.7150000000      0.8583807574      0.2630170145
    -13.7000000000      0.0681884427      0.2623175088
    -13.6850000000      0.0673488692      0.2601848242
    -13.6700000000      0.0665092958      0.2566515495
    -13.6550000000      0.0656697224      0.2517779837
    -13.6400000000      0.0648301489      0.2456503670
    -13.6250000000      0.0639905755      0.2383783325
    -13.6100000000      0.0631510020      0.2300916805
    -13.5950000000      0.0623114286      0.2209366073
    -13.5800000000      0.0614718552      0.2110715343
    -13.5650000000      0.0606322817      0.2006627013
    -13.5500000000      0.0597927083      0.1898796835
    -13.5350000000      0.0589531349      0.1788909955
    -13.5200000000      0.0581135614      0.1678599307
    -13.5050000000      0.0572739880      0.1569407680
    -13.4900000000      0.0564344146      0.1462754596
    -13.4750000000      0.0555948411      0.1359908847
    -13.4600000000      0.0547552677      0.1261967309
    -13.4450000000      0.0539156943      0.1169840351
    -13.4300000000      0.0530761208      0.1084243906
    -13.4150000000      0.0522365474      0.1005698020
    -13.4000000000      0.0513969740      0.0934531472
    -13.3850000000      0.0505574005      0.0870891876
    -13.3700000000      0.0497178271      0.0814760527
    -13.3550000000      0.0488782536      0.0765971150
    -13.3400000000      0.0480386802      0.0724231633
    -13.3250000000      0.0471991068      0.0689147819
    -13.3100000000      0.0463595333      0.0660248404
    -13.2950000000      0.0455199599      0.0637010063
    -13.2800000000      0.0446803865      0.0618881948
    -13.2650000000      0.0438408130      0.0605308823
    -13.2500000000      0.0430012396      0.0595752167
    -13.2350000000      0.0421616662      0.0589708712
    -13.2200000000      0.0413220927      0.0586725994
    -13.2050000000      0.0404825193      0.0586414618
    -13.1900000000      0.0396429459      0.0588457066
    -13.1750000000      0.0395386969      0.0592613015
    -13.1600000000      0.0412807662      0.0598721221
    -13.1450000000      0.0430228355      0.0606698190
    -13.1300000000      0.0447649048      0.0616533902
    -13.1150000000      0.0465069741      0.0628284987
    -13.1000000000      0.0482490434      0.0642065799
    -13.0850000000      0.0499911127      0.0658037902
    -13.0700000000      0.0517331820      0.0676398499
    -13.0550000000      0.0534752513      0.0697368345
    -13.0400000000      0.0552173206      0.0721179673
    -13.0250000000      0.0569593899      0.0748064605
    -13.0100000000      0.0587014592      0.0778244468
    -12.9950000000      0.0604435285      0.0811920335
    -12.9800000000      0.0621855978      0.0849265026
    -12.9650000000      0.0639276671      0.0890416673
    -12.9500000000      0.0656697364      0.0935473857
    -12.9350000000      0.0674118057      0.0984492217
    -12.9200000000      0.0691538751      0.1037482305
    -12.9050000000      0.0708959444      0.1094408434
    -12.8900000000      0.0726380137      0.1155188157
    -12.8750000000      0.0743800830      0.1219692048
    -12.8600000000      0.0761221523      0.1287743429
    -12.8450000000      0.0778642216      0.1359117741
    -12.8300000000      0.0796062909      0.1433541361
    -12.8150000000      0.0813483602      0.1510689727
    -12.8000000000      0.0830904295      0.1590184804
    -12.7850000000      0.0848324988      0.1671592014
    -12.7700000000      0.0925921203      0.1754416932
    -12.7550000000      0.1075160470      0.1838102145
    -12.7400000000      0.1224399738      0.1922024772
    -12.7250000000      0.1373639005      0.2005495231
    -12.7100000000      0.1522878272      0.2087757848
    -12.6950000000      0.1672117540      0.2167993881
    -12.6800000000      0.1821356807      0.2245327473
    -12.6650000000      0.1970596075      0.2318834919
    -12.6500000000      0.2119835342      0.2387557465
    -12.6350000000      0.2269074610      0.2450517680
    -12.6200000000      0.2418313877      0.2506739198
    -12.6050000000      0.2567553145      0.2555269425
    -12.5900000000      0.2716792412      0.2595204558
    -12.5750000000      0.2866031680      0.2625716098
    -12.5600000000      0.3015270947      0.2646077864
    -12.5450000000      0.3164510215      0.2655692395
    -12.5300000000      0.3313749482      0.2654115619
    -12.5150000000      0.3462988750      0.2641078632
    -12.5000000000      0.1449680319      0.2616505556
    -12.4850000000      0.1454401285      0.2580526550
    -12.4700000000      0.1491605447      0.2533485285
    -12.4550000000      0.1537863132      0.2475940376
    -12.4400000000      0.1584120817      0.2408660572
    -12.4250000000      0.1630378502      0.2332613765
    -12.4100000000      0.1676636187      0.2248950116
    -12.3950000000      0.1722893872      0.2158979885
    -12.3800000000      0.1769151557      0.2064146723
    -12.3650000000      0.1815409242      0.1965997355
    -12.3500000000      0.1861666927      0.1866148703
    -12.3350000000      0.1907924612      0.1766253520
    -12.3200000000      0.1954182297      0.1667965622
    -12.3050000000      0.2000439982      0.1572905749
    -12.2900000000      0.2046697667      0.1482628965
    -12.2750000000      0.2092955352      0.1398594400
    -12.2600000000      0.2139213037      0.1322137974
    -12.2450000000      0.2185470722      0.1254448582
    -12.2300000000      0.2231728407      0.1196548072
    -12.2150000000      0.2277986092      0.1149275186
    -12.2000000000      0.2324243777      0.1113273534
    -12.1850000000      0.2370501462      0.1088983556
    -12.1700000000      0.2416759147      0.1076638356
    -12.1550000000      0.2463016832      0.1076263255
    -12.1400000000      0.2509274517      0.1087678882
    -12.1250000000      0.2555532202      0.1110507604
    -12.1100000000      0.2601789887      0.1144183122
    -12.0950000000      0.2648047572      0.1187963044
    -12.0800000000      0.2694305257      0.1240944254
    -12.0650000000      0.2740562942      0.1302080904
    -12.0500000000      0.2786820627      0.1370204814
    -12.0350000000      0.2833078312      0.1444048049
    -12.0200000000      0.2879335997      0.1522267384
    -12.0050000000      0.2925593682      0.1603470317
    -11.9900000000      0.2971851367      0.1686242207
    -11.9750000000      0.3018109052      0.1769174067
    -11.9600000000      0.3064366737      0.1850890458
    -11.9450000000      0.3110624422      0.1930076880
    -11.9300000000      0.3156882107      0.2005506038
    -11.9150000000      0.3203139792      0.2076062312
    -11.9000000000      0.3249397477      0.2140763797
    -11.8850000000      0.3295655162      0.2198781315
    -11.8700000000      0.3341912847      0.2249453843
    -11.8550000000      0.1822577716      0.2292299914
    -11.8400000000      0.1815829468      0.2327024635
    -11.8250000000      0.1809081220      0.2353522098
    -11.8100000000      0.1802332972      0.2371873090
    -11.7950000000      0.1795584724      0.2382338134
    -11.7800000000      0.1788836476      0.2385346042
    -11.7650000000      0.1782088228      0.2381478255
    -11.7500000000      0.1775339980      0.2371449395
    -11.7350000000      0.1768591732      0.2356084520
    -11.7200000000      0.1761843484      0.2336293677
    -11.7050000000      0.1755095236      0.2313044398
    -11.6900000000      0.1748346989      0.2287332858
    -11.6750000000      0.1741598741      0.2260154427
    -11.6600000000      0.1734850493      0.2232474376
    -11.6450000000      0.1729749080      0.2205199521
    -11.6300000000      0.1724661911      0.2179151555
    -11.6150000000      0.1719574743      0.2155042815
    -11.6000000000      0.1714487575      0.2133455192
    -11.5850000000      0.1709400406      0.2114822820
    -11.5700000000      0.1704313238      0.2099419131
    -11.5550000000      0.1699226070      0.2087348730
    -11.5400000000      0.1694138902      0.2078544463
    -11.5250000000      0.1689051733      0.2072769872
    -11.5100000000      0.1683964565      0.2069627107
    -11.4950000000      0.1678877397      0.2068570149
    -11.4800000000      0.1673790228      0.2068923049
    -11.4650000000      0.1668703060      0.2069902666
    -11.4500000000      0.1663615892      0.2070645236
    -11.4350000000      0.1658528723      0.2070235904
    -11.4200000000      0.1653441555      0.2067740252
    -11.4050000000      0.1648354387      0.2062236701
    -11.3900000000      0.1643267218      0.2052848669
    -11.3750000000      0.1638180050      0.2038775291
    -11.3600000000      0.1633092882      0.2019319608
    -11.3450000000      0.1628005713      0.1993913187
    -11.3300000000      0.1622826307      0.1962136308
    -11.3150000000      0.1616905477      0.1923733030
    -11.3000000000      0.1610984646      0.1878620678
    -11.2850000000      0.1605063816      0.1826893530
    -11.2700000000      0.1599142986      0.1768820757
    -11.2550000000      0.1593222156      0.1704838894
    -11.2400000000      0.1587301326      0.1635539373
    -11.2250000000      0.1581380495      0.1561651819
    -11.2100000000      0.1575459665      0.1484023995
    -11.1950000000      0.1569538835      0.1403599365
    -11.1800000000      0.1563618005      0.1321393291
    -11.1650000000      0.1557697174      0.1238468893
    -11.1500000000      0.1551776344      0.1155913511
    -11.1350000000      0.1545855514      0.1074816624
    -11.1200000000      0.1539934684      0.0996249901
    -11.1050000000      0.1534013854      0.0921249908
    -11.0900000000      0.1528093023      0.0850803772
    -11.0750000000      0.1522172193      0.0785837917
    -11.0600000000      0.1516251363      0.0727209763
    -11.0450000000      0.1510330533      0.0675702145
    -11.0300000000      0.1504409702      0.0632020011
    -11.0150000000      0.1498488872      0.0596788867
    -11.0000000000      0.1492568042      0.0570554388
    -10.9850000000      0.1486647212      0.0553782535
    -10.9700000000      0.1480726382      0.0546859597
    -10.9550000000      0.1474805551      0.0550091594
