    -13.6056980000      0.0933914854      0.1247255197
    -13.5948134416      0.0922394779      0.1217610153
    -13.5839288832      0.0910874703      0.1186753878
    -13.5730443248      0.0899354628      0.1154970556
    -13.5621597664      0.0887834553      0.1122561829
    -13.5512752080      0.0876314478      0.1089842364
    -13.5403906496      0.0864794402      0.1057135313
    -13.5295060912      0.0853274327      0.1024767736
    -13.5186215328      0.0841754252      0.0993066087
    -13.5077369744      0.0830234177      0.0962351806
    -13.4968524160      0.0818714101      0.0932937114
    -13.4859678576      0.0807194026      0.0905121051
    -13.4750832992      0.0795673951      0.0879185816
    -13.4641987408      0.0784153876      0.0855393455
    -13.4533141824      0.0772633800      0.0833982921
    -13.4424296240      0.0761113725      0.0815167549
    -13.4315450656      0.0749593650      0.0799132946
    -13.4206605072      0.0738073575      0.0786035313
    -13.4097759488      0.0726553499      0.0776000200
    -13.3988913904      0.0715033424      0.0769121686
    -13.3880068320      0.0703513349      0.0765461977
    -13.3771222736      0.0691993274      0.0765051394
    -13.3662377152      0.0680473198      0.0767888740
    -13.3553531568      0.0668953123      0.0773942026
    -13.3444685984      0.0657433048      0.0783149503
    -13.3335840400      0.0645912972      0.0795421012
    -13.3226994816      0.0634392897      0.0810639578
    -13.3118149232      0.0622872822      0.0828663259
    -13.3009303648      0.0611352747      0.0849327183
    -13.2900458064      0.0599832671      0.0872445777
    -13.2791612480      0.0588312596      0.0897815126
    -13.2682766896      0.0576792521      0.0925215470
    -13.2573921312      0.0565272446      0.0954413773
    -13.2465075728      0.0553752370      0.0985166372
    -13.2356230144      0.0542232295      0.1017221657
    -13.2247384560      0.0530712220      0.1050322765
    -13.2138538976      0.0519192145      0.1084210268
    -13.2029693392      0.0524580027      0.1118624825
    -13.1920847808      0.0544449894      0.1153309770
    -13.1812002224      0.0564319762      0.1188013623
    -13.1703156640      0.0619522168      0.1222492499
    -13.1594311056      0.0682665687      0.1256512383
    -13.1485465472      0.0745809206      0.1289851263
    -13.1376619888      0.0808952724      0.1322301087
    -13.1267774304      0.0872096243      0.1353669539
    -13.1158928720      0.0935239762      0.1383781605
    -13.1050083136      0.0998383281      0.1412480914
    -13.0941237552      0.1061526799      0.1439630855
    -13.0832391968      0.1124670318      0.1465115434
    -13.0723546384      0.1248022776      0.1488839892
    -13.0614700800      0.1463264214      0.1510731059
    -13.0505855216      0.1678505652      0.1530737454
    -13.0397009632      0.1432735695      0.1548829132
    -13.0288164048      0.1621053717      0.1564997284
    -13.0179318464      0.1809371738      0.1579253608
    -13.0070472880      0.1997689759      0.1591629456
    -12.9961627296      0.2186007780      0.1602174777
    -12.9852781712      0.2374325801      0.1610956891
    -12.9743936128      0.2562643822      0.1618059092
    -12.9635090544      0.1287436913      0.1623579126
    -12.9526244960      0.1298583451      0.1627627565
    -12.9417399376      0.1309729989      0.1630326099
    -12.9308553792      0.1320876526      0.1631805770
    -12.9199708208      0.1332023064      0.1632205195
    -12.9090862624      0.1343169602      0.1631668766
    -12.8982017040      0.1354316139      0.1630344892
    -12.8873171456      0.1365462677      0.1628384264
    -12.8764325872      0.1376609215      0.1625938193
    -12.8655480288      0.1387755752      0.1623157015
    -12.8546634704      0.1398902290      0.1620188582
    -12.8437789120      0.1410048828      0.1617176857
    -12.8328943536      0.1421195365      0.1614260605
    -12.8220097952      0.1432341903      0.1611572196
    -12.8111252368      0.1443488441      0.1609236519
    -12.8002406784      0.1454634978      0.1607370005
    -12.7893561200      0.1465781516      0.1606079770
    -12.7784715616      0.1476928054      0.1605462860
    -12.7675870032      0.8417888851      0.1605605615
    -12.7567024448      0.1552959529      0.1606583140
    -12.7458178864      0.1551329263      0.1608458883
    -12.7349333280      0.1549698998      0.1611284326
    -12.7240487696      0.1548068732      0.1615098785
    -12.7131642112      0.1546438466      0.1619929324
    -12.7022796528      0.1544808201      0.1625790774
    -12.6913950944      0.1543177935      0.1632685878
    -12.6805105360      0.1541547669      0.1640605548
    -12.6696259776      0.1539917404      0.1649529241
    -12.6587414192      0.1538287138      0.1659425455
    -12.6478568608      0.1536656872      0.1670252347
    -12.6369723024      0.1535026607      0.1681958462
    -12.6260877440      0.1533396341      0.1694483579
    -12.6152031856      0.1531766075      0.1707759659
    -12.6043186272      0.1530135810      0.1721711891
    -12.5934340688      0.1530596485      0.1736259810
    -12.5825495104      0.1531775950      0.1751318492
    -12.5716649520      0.1532955414      0.1766799788
    -12.5607803936      0.1534134879      0.1782613584
    -12.5498958352      0.1535314343      0.1798669066
    -12.5390112768      0.1536493808      0.1814875958
    -12.5281267184      0.1537673272      0.1831145713
    -12.5172421600      0.1538852737      0.1847392628
    -12.5063576016      0.1540032201      0.1863534865
    -12.4954730432      0.1545293030      0.1879495346
    -12.4845884848      0.1552626259      0.1895202509
    -12.4737039264      0.1577475932      0.1910590901
    -12.4628193680      0.1608716905      0.1925601609
    -12.4519348096      0.1639957878      0.1940182504
    -12.4410502512      0.1671198851      0.1954288307
    -12.4301656928      0.1702439823      0.1967880478
    -12.4192811344      0.1733680796      0.1980926932
    -12.4083965760      0.1764921769      0.1993401602
    -12.3975120176      0.1796162742      0.2005283859
    -12.3866274592      0.4268376859      0.2016557823
    -12.3757429008      0.2148398810      0.2027211577
    -12.3648583424      0.1974348551      0.2037236330
    -12.3539737840      0.2011308966      0.2046625549
    -12.3430892256      0.2048269380      0.2055374089
    -12.3322046672      0.2085229794      0.2063477369
    -12.3213201088      0.2122190209      0.2070930604
    -12.3104355504      0.2159150623      0.2077728137
    -12.2995509920      0.2196111037      0.2083862881
    -12.2886664336      0.2233071452      0.2089325912
    -12.2777818752      0.2270031866      0.2094106198
    -12.2668973168      0.2306992281      0.2098190508
    -12.2560127584      0.2343952695      0.2101563475
    -12.2451282000      0.2380913109      0.2104207835
    -12.2342436416      0.2417873524      0.2106104823
    -12.2233590832      0.2454977274      0.2107234711
    -12.2124745248      0.2499811674      0.2107577488
    -12.2015899664      0.2544646074      0.2107113640
    -12.1907054080      0.2589480474      0.2105825018
    -12.1798208496      0.2634314874      0.2103695773
    -12.1689362912      0.2679149274      0.2100713308
    -12.1580517328      0.2723983674      0.2096869240
    -12.1471671744      0.2768818074      0.2092160337
    -12.1362826160      0.2813652473      0.2086589386
    -12.1253980576      0.2858486873      0.2080165992
    -12.1145134992      0.2123153457      0.2072907260
    -12.1036289408      0.2112749181      0.2064838356
    -12.0927443824      0.2102344904      0.2055992911
    -12.0818598240      0.2091940628      0.2046413273
    -12.0709752656      0.2081536351      0.2036150578
    -12.0600907072      0.2071132075      0.2025264643
    -12.0492061488      0.2060727798      0.2013823677
    -12.0383215904      0.2050323521      0.2001903797
    -12.0274370320      0.2039919245      0.1989588377
    -12.0165524736      0.2029514968      0.1976967208
    -12.0056679152      0.2019110692      0.1964135499
    -11.9947833568      0.2008706415      0.1951192726
    -11.9838987984      0.1998302139      0.1938241341
    -11.9730142400      0.1987897862      0.1925385360
    -11.9621296816      0.1977493585      0.1912728857
    -11.9512451232      0.1967089309      0.1900374375
    -11.9403605648      0.1956685032      0.1888421291
    -11.9294760064      0.1946929644      0.1876964154
    -11.9185914480      0.1937250896      0.1866091023
    -11.9077068896      0.1927572147      0.1855881845
    -11.8968223312      0.1917893398      0.1846406895
    -11.8859377728      0.1908214650      0.1837725307
    -11.8750532144      0.1898535901      0.1829883750
    -11.8641686560      0.1889153425      0.1822915244
    -11.8532840976      0.1880432804      0.1816838192
    -11.8423995392      0.1871712184      0.1811655612
    -11.8315149808      0.1862991564      0.1807354637
    -11.8206304224      0.1854270943      0.1803906281
    -11.8097458640      0.1845550323      0.1801265493
    -11.7988613056      0.1836829703      0.1799371533
    -11.7879767472      0.1828109082      0.1798148652
    -11.7770921888      0.1819388462      0.1797507095
    -11.7662076304      0.1810667841      0.1797344425
    -11.7553230720      0.1801947221      0.1797547137
    -11.7444385136      0.1793226601      0.1797992561
    -11.7335539552      0.1784505980      0.1798551016
    -11.7226693968      0.1775785360      0.1799088180
    -11.7117848384      0.1767064739      0.1799467633
    -11.7009002800      0.1758344119      0.1799553529
